Temperature,X,Y,Motor_Condition
41.97222222,9.66,1.2558,0
42.63333333,7.6636,2.3506,0
42.75555556,7.9695,4.025,0
43.84444444,7.9212,4.4919,0
43.17222222,10.3845,6.2629,0
45.06666667,8.1466,6.1985,0
47.24444444,7.1645,11.27,0
46.31666667,13.3469,11.0285,0
47.38333333,13.6206,11.27,0
45.27222222,8.2754,11.27,0
47.45555556,5.2808,11.0768,0
46.22222222,11.1573,11.27,0
45.08333333,3.6869,11.27,0
43.99444444,1.1431,9.6278,0
42.17222222,0.6601,8.1305,0
41.08888889,4.8461,1.0626,0
41.09444444,3.381,1.7871,0
39.88333333,3.3649,1.0626,0
39.35555556,6.4239,3.3649,0
39.86111111,3.2361,4.4597,0
38.27222222,3.3166,1.9159,0
38.86666667,2.6243,1.7549,0
38.81666667,3.9445,2.3667,0
37.15555556,1.8515,0.2898,0
38.85,3.4776,1.7549,0
41.17777778,2.8819,2.5599,0
42.38888889,3.4293,6.2951,0
44.14444444,4.8783,9.982,0
47.1,3.059,11.0768,0
48.93888889,4.2021,11.27,0
47.91666667,4.0894,11.27,0
49.98333333,1.2236,11.1412,0
50.07222222,9.0643,11.27,0
50.07222222,9.4829,11.27,0
50.08333333,7.4865,11.3988,0
49.08888889,9.1287,11.2056,0
47.45,7.567,11.2056,0
45.56666667,0.5152,9.982,0
42.49444444,3.9445,9.982,0
42.24444444,1.5295,15.8263,0
41.41666667,2.9624,14.9569,0
40.55555556,6.0375,14.812,0
40.46666667,3.0751,9.8049,0
40.25,5.2969,4.7495,0
39.35555556,1.5295,4.025,0
38.31111111,3.22,2.0286,0
38.81111111,3.3971,1.7388,0
38.73333333,6.3434,0.7889,0
41.93333333,11.27,9.8049,0
44.51666667,1.7066,9.5473,0
48.73333333,3.22,9.982,0
50.02777778,7.245,9.982,0
51.03888889,6.4883,10.0303,0
50.73888889,6.5044,15.8746,0
52.31666667,7.5348,11.27,0
52.11111111,6.4561,11.4471,0
52.73333333,1.0143,10.0464,0
52.77777778,5.1842,10.0464,0
51.21666667,7.2772,11.4471,0
50.18333333,1.4812,10.0464,0
48.01111111,0.322,9.982,0
47.42222222,0.5313,9.982,0
43.96111111,0,9.982,0
43.28888889,2.8819,15.8263,0
42.32222222,2.4794,9.982,0
41.11666667,3.1717,6.2951,0
40.53333333,11.27,6.2951,0
42.38333333,4.6207,14.168,0
39.86111111,3.0751,3.8318,0
38.87222222,1.5295,3.3649,0
38.67222222,3.6386,4.2826,0
37.68888889,0,0.7406,0
40.91111111,1.61,4.1216,0
44.83888889,2.6565,8.3398,0
48.8,1.5295,9.982,0
51.09444444,4.8783,9.982,0
52.02777778,4.2826,11.0285,0
52.82777778,3.6225,11.2056,0
52.91666667,4.5563,9.982,0
53.91666667,6.2951,10.3523,0
53.91111111,2.5599,9.982,0
53.93333333,4.347,9.982,0
53.91666667,1.1753,10.3523,0
52.82222222,3.1234,9.982,0
51.22777778,0.4025,9.982,0
49.07777778,2.6887,9.982,0
47.06111111,1.5778,9.982,0
44.90555556,3.7513,15.8263,0
43.08333333,3.4132,14.9569,0
42.71111111,3.2522,15.8263,0
42.12777778,3.1717,14.9086,0
41.81111111,4.991,14.9569,0
42.01666667,6.2629,14.9086,0
42.04444444,6.4239,14.812,0
40.62777778,9.7083,14.0875,0
39.91111111,9.1448,6.118,0
42.55555556,7.7441,9.9015,0
45.00555556,8.7584,9.9015,0
47.33888889,12.1877,9.982,0
49.1,12.6224,9.982,0
51.26111111,9.9176,10.3523,0
52.41111111,11.4471,11.2056,0
52.93888889,8.5491,11.2056,0
53.92777778,11.3022,11.3988,0
53.96111111,8.3076,9.982,0
53.96111111,8.5813,9.982,0
53.11111111,10.7065,10.3523,0
52.82222222,12.4936,9.982,0
51.11111111,5.2164,9.982,0
48.18888889,4.8622,10.3523,0
46.01666667,4.6046,9.982,0
45.46666667,6.44,15.8263,0
44.60555556,6.7459,14.9569,0
43.31111111,3.542,15.8263,0
42.73333333,3.0751,15.8263,0
43.78888889,6.0858,14.9569,0
40.57777778,6.44,15.8263,0
40.48333333,3.22,15.4721,0
40.28888889,3.7513,14.8764,0
39.97222222,1.5617,10.9802,0
43.63888889,2.7048,9.8049,0
46.73888889,7.245,10.3523,0
48.83888889,3.4132,9.982,0
51.16111111,4.6046,9.982,0
52.58888889,4.4275,10.4006,0
52.89444444,7.6636,11.27,0
54.00555556,9.66,11.2056,0
54.00555556,8.0017,11.3988,0
53.97777778,9.2897,11.2056,0
55.04444444,3.5903,11.2056,0
54.07777778,4.9588,10.3523,0
52.38333333,9.4829,9.982,0
51.20555556,3.6869,9.982,0
48.26111111,6.2146,10.3523,0
47.2,14.49,9.982,0
45.99444444,3.1073,9.982,0
45.96111111,12.2843,11.9301,0
45.44444444,13.846,15.8263,0
44.37222222,10.9963,15.8263,0
43.60555556,9.982,12.0428,0
42.82222222,6.2468,15.8263,0
42.75,3.3488,15.8263,0
41.41666667,6.2307,15.2628,0
42.33333333,2.4633,9.982,0
44.90555556,10.2879,9.982,0
45.89444444,10.2879,9.982,0
47.22777778,12.0589,9.982,0
47.82777778,7.4704,9.982,0
47.91666667,10.0947,9.982,0
49.05555556,9.0965,9.982,0
50.14444444,7.5187,9.982,0
50.26111111,3.8962,9.982,0
51.20555556,4.6368,9.982,0
51.25555556,4.8944,9.982,0
50.23333333,7.2128,9.982,0
49.07777778,7.6475,9.982,0
47.94444444,10.5777,9.982,0
45.49444444,20.608,11.0285,0
44.14444444,8.4364,9.9015,0
44.53888889,11.0768,11.8979,0
44.13888889,3.6708,11.6886,0
43.4,3.5098,11.9784,0
43.42777778,3.3488,11.9784,0
41.58888889,5.474,14.9569,0
44.42222222,10.7709,14.9086,0
43.91666667,10.6904,14.812,0
43.4,10.3201,14.0875,0
43.86666667,7.9373,9.9015,0
44.90555556,11.27,9.7566,0
45.93333333,10.6743,9.4346,0
47.12777778,19.8996,9.9015,0
48.75,19.4166,9.9015,0
48.96111111,17.0499,9.982,0
49.99444444,16.8728,10.0464,0
51.11111111,17.3397,10.0464,0
51.09444444,21.9604,10.4006,0
51.17777778,19.8191,10.0464,0
51.22777778,16.4703,11.27,0
50.1,13.7977,11.4471,0
49.02777778,9.7888,11.27,0
47.85,14.0553,11.2056,0
46.26111111,11.2861,9.9015,0
44.98333333,13.9426,11.27,0
44.46666667,11.0285,14.812,0
43.94444444,10.8031,14.9569,0
42.31666667,11.1734,15.8263,0
41.76111111,10.8997,15.8263,0
40.82777778,13.1859,14.9569,0
40.13888889,10.948,15.8263,0
40.62777778,11.109,14.9086,0
40.60555556,13.524,14.9569,0
40.07222222,15.5848,9.982,0
41.16111111,21.5257,9.982,0
42.88888889,22.9586,10.3523,0
45.05,26.4845,11.2056,0
45.16111111,26.726,9.982,0
46.27222222,23.3611,10.3523,0
47.8,28.0623,9.982,0
47.93888889,27.9013,9.982,0
48.85555556,25.7439,10.3523,0
47.98888889,26.3557,9.982,0
47.96111111,25.0516,9.982,0
47.36111111,25.5668,10.3523,0
46.25,23.3289,9.982,0
44.12222222,20.0284,9.982,0
42.95,14.9569,10.3523,0
42.24444444,22.9425,9.982,0
41.68888889,19.6581,15.8263,0
41.15555556,20.7368,14.9569,0
39.21666667,5.8443,14.6349,0
38.68333333,5.2486,11.6725,0
39.18888889,12.3165,14.9569,0
38.59444444,6.2951,11.6725,0
37.50555556,1.8515,9.6761,0
36.21666667,9.6761,9.6922,0
35.85555556,0.4347,0.4669,0
35.93333333,0.1449,5.8443,0
40.40555556,0.7245,5.3935,0
42.54444444,7.2611,9.5312,0
43.86111111,3.8801,11.1251,0
45.97777778,4.669,11.3988,0
47.26666667,5.474,11.27,0
47.84444444,2.6726,11.27,0
46.42777778,3.9928,10.8997,0
47.77777778,1.6744,11.27,0
47.84444444,4.4275,11.27,0
47.3,5.6672,11.3988,0
45.18333333,12.7351,11.2056,0
43.00555556,3.7191,15.8263,0
42.69444444,7.9373,9.982,0
42.19444444,9.7083,9.982,0
42.08333333,16.9855,15.8263,0
40.61666667,10.8514,14.9569,0
41.6,16.9855,15.8263,0
41.02222222,16.9211,15.8263,0
41.88888889,15.939,14.9569,0
40.41666667,16.6474,15.8263,0
40.3,13.3952,15.8263,0
39.48333333,13.3791,14.9569,0
39.77222222,12.8317,9.982,0
40.93333333,11.1412,9.982,0
41.65555556,7.1806,15.3111,0
43.93888889,21.5579,9.982,0
45.02777778,17.3075,9.982,0
46.03888889,24.5203,11.4471,0
45.22777778,20.3665,11.2056,0
46.20555556,14.4417,11.2056,0
47.3,18.0159,11.3988,0
47.77777778,15.8263,11.2056,0
47.8,17.2431,11.2056,0
47.26111111,16.8728,11.3988,0
47.2,15.3111,11.2056,0
45.02222222,20.9139,9.982,0
43.92777778,13.3469,10.3523,0
42.36666667,9.4346,9.982,0
42.29444444,6.7781,15.8263,0
42.78888889,14.4095,15.3111,0
39.53333333,7.084,15.8263,0
39.97222222,14.4256,15.8263,0
34.91111111,1.0143,3.4454,0
37.91666667,11.6725,15.8263,0
37.38333333,14.6188,15.8263,0
37.97222222,11.8496,14.8764,0
38.81666667,14.49,10.948,0
38.79444444,23.3289,10.948,0
37.88888889,26.8387,11.2056,0
37.8,22.7815,7.9695,0
37.82222222,14.2163,6.118,0
37.94444444,9.7727,10.0625,0
38.07777778,15.778,11.27,0
40.22777778,11.3183,11.27,0
41.36111111,4.2021,11.0768,0
42.45,1.3041,11.27,0
42.91666667,3.6869,11.2056,0
42.55,6.4078,11.3988,0
42.38333333,9.8049,11.2056,0
40.22777778,8.4042,11.2056,0
39.22777778,9.5151,9.982,0
37.82777778,7.3738,9.982,0
36.67777778,5.796,15.8263,0
36.12222222,6.279,14.168,0
35.32777778,5.8926,8.1305,0
34.35555556,10.9158,3.3649,0
39.27222222,3.6386,15.0052,0
34.26111111,6.0697,4.7495,0
33.21666667,6.0697,5.2164,0
33.90555556,5.8926,5.9248,0
32.71111111,7.9695,0.5152,0
33.81666667,5.2808,2.737,0
36.88333333,9.1126,5.6833,0
38.93888889,15.6814,11.2056,0
41.20555556,20.7046,9.982,0
42.85,20.1572,11.0285,0
43.96111111,23.9729,11.2056,0
44.97777778,23.9568,11.2056,0
44.02777778,22.6849,11.3988,0
45.02222222,26.7743,11.2056,0
45.04444444,20.8817,9.982,0
45.08888889,17.1948,10.3523,0
44.95,14.1197,11.2056,0
43.81666667,11.1251,11.2056,0
42.91666667,11.6886,9.982,0
43.83888889,14.2324,11.2056,0
42.75555556,6.2629,15.8263,0
42.65,18.1286,14.8764,0
41.68888889,11.3183,15.7297,0
40.62777778,6.5527,15.7297,0
35.66666667,8.7262,9.9015,0
40.05,6.6171,14.9569,0
39.97777778,2.5921,11.9784,0
39.77777778,5.4579,6.6976,0
38.66111111,4.7334,10.8836,0
37.55,20.3504,3.9767,0
37.23333333,13.846,3.6708,0
36.04444444,23.6187,3.7513,0
36.09444444,22.0892,11.1251,0
36.11666667,22.1697,7.1484,0
36.06666667,17.7583,7.9051,0
36.03888889,17.4524,10.9802,0
36.88888889,22.4595,9.9498,0
37.06111111,16.1161,7.9695,0
36.03888889,20.4631,11.1251,0
36.07222222,21.1393,10.4167,0
35.04444444,20.6885,8.1949,0
35.02222222,14.0231,8.05,0
35.03333333,14.9408,7.3738,0
35,11.1251,11.0446,0
34.97777778,14.1197,8.05,0
34.93333333,15.939,9.016,0
34.46666667,13.9748,9.9015,0
34.44444444,14.329,9.9015,0
34.01111111,12.1555,13.9104,0
34.90555556,13.7977,9.9015,0
34.88333333,10.8836,9.9015,0
34.38888889,13.3952,9.016,0
34.83888889,16.8889,11.1251,0
34.81111111,15.3433,9.982,0
34.94444444,18.1769,9.982,0
37.2,17.3719,9.982,0
37.77777778,16.261,11.2056,0
38.72777778,12.9122,11.4471,0
38.98333333,20.4953,11.2056,0
40,23.2162,11.2056,0
40.09444444,19.2878,11.3988,0
41.06111111,14.2646,11.2056,0
40.13888889,12.558,11.2056,0
41.01111111,9.3541,11.3988,0
40.11666667,7.6636,11.2056,0
37.91666667,4.4597,11.2056,0
37.33333333,2.6243,11.0285,0
35.05,3.059,11.2056,0
33.93333333,6.2629,15.8263,0
34.09444444,6.3434,14.9569,0
33.8,6.2146,15.7297,0
32.68888889,10.2879,6.118,0
35.06666667,5.635,14.9569,0
32.6,6.0536,15.6492,0
31.58333333,5.9248,14.7315,0
32.15555556,3.2361,13.6528,0
30.95555556,1.5939,6.118,0
30.95555556,4.5724,4.5885,0
35.59444444,0.2254,5.8765,0
39.82222222,14.49,9.982,0
41.07222222,1.6744,9.982,0
41.05555556,6.9391,11.0285,0
42.24444444,7.1323,11.2056,0
42.85,9.1609,11.2056,0
42.88888889,9.5795,10.3523,0
42.91666667,9.4829,9.982,0
43.88888889,10.3845,9.982,0
43.02222222,12.2038,10.3523,0
42.38333333,12.4453,9.982,0
40.20555556,9.8371,9.982,0
39.14444444,7.6475,9.982,0
37.82777778,9.7405,9.982,0
37.73333333,6.7459,15.8263,0
37.14444444,6.2146,14.9569,0
36.01666667,6.4078,15.8263,0
35.46111111,6.601,15.8263,0
38.24444444,13.3791,14.9569,0
33.83888889,6.6332,15.8263,0
32.24444444,3.4776,14.9086,0
32.02222222,6.2307,11.2539,0
32.17222222,10.7065,5.0393,0
33.66111111,10.7226,6.9874,0
36.11111111,11.8979,9.5473,0
40.00555556,11.4793,9.982,0
42.24444444,17.8066,9.982,0
42.93888889,19.6259,9.982,0
43.98333333,20.6241,9.982,0
45.09444444,16.0839,9.982,0
46.25,14.7798,15.3111,0
47.26666667,16.1,9.982,0
47.28888889,16.2288,9.982,0
47.38888889,14.1358,10.3523,0
47.28888889,14.49,9.982,0
45.08888889,9.7083,9.982,0
41.71111111,10.3845,9.982,0
41.16111111,10.9319,9.982,0
40.02777778,11.1734,15.8263,0
40.13888889,13.6206,14.9569,0
51.01666667,3.22,15.8263,0
49.44444444,6.0375,15.8263,0
50.72222222,9.2253,14.8764,0
48.79444444,5.9248,14.812,0
47.73333333,3.1234,14.812,0
47.60555556,2.9302,14.0231,0
48.73333333,7.8407,9.7566,0
52.55555556,1.61,9.7566,0
54.76111111,3.1717,9.9015,0
57.17222222,1.7388,9.982,0
58.91111111,2.9463,9.982,0
60.95555556,2.7531,11.3988,0
62.17222222,7.728,10.0464,0
62.12777778,7.3416,10.0464,0
61.98333333,7.1645,10.3523,0
62.53888889,12.6224,11.27,0
61.97777778,12.0911,11.27,0
62.01111111,8.9194,10.3523,0
60.94444444,13.4113,9.982,0
58.57222222,7.9695,9.9015,0
57.09444444,6.2307,10.2718,0
54.69444444,4.4275,10.0464,0
54.13888889,12.8478,15.8746,0
53.12222222,11.8496,14.7154,0
45.56111111,3.3327,14.9086,0
45.49444444,3.3649,15.8263,0
46.53888889,3.6225,14.168,0
43.8,3.2039,15.7297,0
43.31666667,3.1234,15.6492,0
42.60555556,3.6064,13.8943,0
42.32777778,3.0912,10.8192,0
44.96666667,4.508,9.6761,0
46.26111111,8.6135,9.7083,0
46.25,9.3058,0.9982,0
48.88888889,10.6421,4.5885,0
51.35,14.0392,10.948,0
51.20555556,13.9426,12.0428,0
52.33888889,10.8192,11.27,0
53.03333333,10.2074,15.3111,0
53.91111111,9.4024,11.27,0
54.97777778,7.6636,11.27,0
53.8,9.0482,11.4471,0
53.59444444,7.5992,11.27,0
52.50555556,11.27,11.1251,0
50.01666667,12.2682,11.4471,0
49.91111111,16.1966,11.2056,0
49.35555556,13.2664,14.9086,0
47.88333333,12.6868,14.9569,0
47.25,10.5294,15.8263,0
46.62777778,6.3756,15.8263,0
45.84444444,3.5259,14.9569,0
47,2.6565,14.9086,0
47.06666667,6.6332,15.8263,0
46.50555556,6.9874,14.9569,0
44.98333333,9.4507,11.2056,0
46.02222222,12.3809,11.2056,0
46.16111111,15.8746,9.982,0
48.84444444,22.1053,9.982,0
51.11666667,20.2055,9.982,0
52.50555556,15.1501,9.982,0
53.79444444,17.2431,11.27,0
53.88888889,15.5848,11.27,0
55.83333333,16.422,11.4471,0
55.92777778,21.6867,11.27,0
55,20.0767,9.982,0
54.94444444,18.6599,10.3523,0
54.92777778,16.9855,9.982,0
52.8,12.397,11.2056,0
49.33888889,7.3255,11.3988,0
47.80555556,4.7817,9.982,0
47.78333333,3.4615,15.8263,0
46.48888889,6.3434,14.9569,0
45.69444444,6.5044,15.8263,0
45.62777778,3.3649,15.8263,0
46.21111111,4.2182,14.7154,0
45.57777778,6.2951,15.8263,0
45.57777778,3.3166,15.8263,0
45.60555556,3.7191,14.9569,0
45.05,7.7924,9.982,0
47.06666667,9.3219,9.982,0
47.48333333,7.4221,9.982,0
47.66666667,8.7745,9.982,0
48.8,8.7584,9.982,0
49.68333333,8.7423,11.0285,0
48.82222222,10.626,11.27,0
50,4.7495,11.27,0
51.15,7.7924,11.3988,0
